,NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH PER HA OF NCA (Kg per ha),avg_rain,RICE YIELD (Kg per ha)
7428,27.63,14.25,1.9,89.48333333,507.46
7429,21.82,14.7,0.87,56.825,1750
7430,25.44,19.33,0.85,65.175,1415.09
7431,17.83,12.61,1.04,42.68333333,1466.67
7432,24.93,14.06,1.52,55,1010.42
7433,41.85,26.01,1.3,68.43333333,1303.87
7434,67.04,31.64,1.5,58.2,1754.96
7435,70.08,28.44,0.48,63.3,1744.34
7436,90.51,31.04,1.12,76.58333333,1525.61
7437,94.32,36.41,1.16,69.1,1009.28
7438,109.22,39.91,1.41,65.1,1303.16
7439,127.88,50.56,1.27,59.88333333,1389.4
7440,107.3,51.3,1.39,49.59166667,1343.69
7441,126.66,65.14,1.34,71.31666667,1310.58
7442,107.88,47.9,1.25,64.10833333,1022.37
7443,125.08,53.87,1.76,80.9,1708.37
7444,80.88,37.7,2.07,32.2,1091.7
7445,110.89,53.13,3.1,52.975,1759.69
7446,111.69,49.95,4.06,71.08333333,2229.65
7447,116.45,58.02,4.32,55.43333333,2394.23
7448,123.47,58.52,2.6,80.39166667,2553.29
7449,121.88,54.39,5.7,62.21666667,2646.06
7450,133.04,69.93,2.58,55.20833333,3088
7451,133.87,65.69,6.11,44.95,2191.81
7452,132.37,76.4,4.48,49.475,2795.5
7453,150.22,84.11,4.06,102.3916667,2297.25
7454,153.23,75.22,2.78,53.01666667,2691.06
7455,151.66,56.33,0.64,99.23333333,2377.76
7456,155.53,72.18,1.72,67.875,2787.86
7457,177.64,102.96,2.4,69.35,2592.14
7518,6.21,1.22,0.18,38.325,1000
7519,6.73,1.25,0.28,33.63333333,1000
7521,10,2.6,0.38,55.88333333,1000
7525,10.41,4.12,0.23,57.45,1000
7532,11.21,12.09,0.2,87.25,1000
7533,11.33,8.18,0.28,25.38333333,1000
7534,15.14,8.09,0.34,57.15,1000
7535,17.19,8.36,0.37,24.28333333,1000
7536,20.12,8.08,0.73,54.2,1500
7537,27.05,15.09,0.3,34.8,1000
7538,24.96,12.58,0.44,52.76666667,1000
7539,30.66,14.11,0.24,62.875,2000
7540,19.97,12.11,0.21,34.875,1000
7541,20.4,13.46,0.13,37.71666667,1000
7558,31.12,16.48,0.14,55.58333333,1751.94
7559,35.35,17.91,0.32,64.41666667,297.4
7560,32.42,5.94,0.06,67.25,914.63
7561,31.12,11.67,0.05,59.41666667,957.03
7562,40.09,15.39,0.34,94.16666667,1314.98
7563,57.85,15.21,0.08,90.5,832.06
7564,56.24,13.32,0.37,66.83333333,829.11
7565,68.26,22.12,0.19,63.25833333,415.51
7566,63.91,19.04,0.19,73.175,969.77
7567,65.74,34.56,0.2,53.58333333,1173.8
7568,63.88,19.16,0.23,32.48333333,189.32
7569,71.47,21.74,0.23,53.78333333,360.71
7570,68.61,22.35,0.29,19.96666667,181.82
7571,69.66,22.69,0.36,55.09166667,1202.7
7572,64.4,22.56,0.64,50.725,1572.77
7573,69.41,26.37,1.93,46.59166667,1243.03
7574,66.4,26.29,0.29,35.51666667,2336.9
7575,73.72,26.01,1.45,38.61666667,989.69
7576,78.38,34.34,0.83,62.01666667,1916.33
7577,77.6,32.58,0.66,35.1,1078.26
7578,87.03,38.86,1.7,68.19166667,1431.45
7579,96.46,40.18,1.34,68.39166667,1411.48
7580,99.46,39.47,0.55,58.39166667,1497.74
7582,101.64,37.92,0.84,60.94166667,1554.01
7583,162.1,46.3,0.73,47.86666667,1711
7612,16.69,7.45,0.28,117.95,1000
7613,20.14,7.59,0.3,17.23333333,1000
7614,30.91,9.83,0.08,77.65,1000
7615,40.7,9,0.11,45.18333333,1000
7616,49.8,8.87,0.36,59.91666667,2000
7617,53.59,11.18,0.33,43.58333333,1000
7618,42.46,7.63,1.2,39.11666667,1000
7619,53.72,8.82,0.14,74.69166667,1000
7620,47.15,13.97,0.37,54.73333333,1000
7621,38.42,14.04,0.03,32.86666667,1000
7622,38.48,6.36,0.02,42.70833333,1000
7623,40.24,9.09,0.03,61.88333333,1000
7625,53.19,10.28,0.35,76.89166667,1000
7628,70.58,16.41,0.72,128.7916667,1000
7637,89.31,25.52,2.37,94.46666667,1000
7668,24.97,12.87,0.13,48.73333333,1333.33
7669,31.01,18.5,0.25,53.65833333,1250
7670,29.12,13.08,0.31,41.75,1000
7671,35.81,15.9,0.2,48.10833333,2000
7672,21.01,7.58,0.17,19.98333333,1000
7673,29.05,13.05,0.44,52.19166667,1000
7674,39.35,14.16,1.08,42.39166667,1000
7679,34.48,21.14,0.59,23.98333333,1000
7684,60.44,28.32,0.84,65.85,1000
7685,60.76,30.55,0.83,50.6,1000
7689,3.67,1.03,0.16,44.65,454.55
7690,5.74,1.52,0.17,72.00833333,785.71
7691,5.14,1.06,0.31,46.43333333,600
7692,2.58,0.19,0.36,31.175,133.33
7693,4.98,1.11,0.64,122.625,500
7694,4.32,0.51,0.31,43.21666667,116.67
7695,6.03,1.15,0.33,70.88333333,1121.02
7696,8.3,1.76,0.27,70.64166667,912.16
7697,6.34,0.89,0.15,44.36666667,1150
7698,4.67,1.3,0.1,57.55,941.49
7699,3.71,1.28,0.12,41.04166667,106.51
7700,4.46,1.27,0.12,51.69166667,751.45
7701,3.39,1.02,0.09,50.78333333,754.84
7702,3.56,1.02,0.06,43.11666667,400
7703,7.28,2.13,0.09,68.48333333,1042.33
7704,6.72,2.02,0.06,57.25,1062.18
7705,6.05,2.14,0.03,49.525,227.27
7707,3.7,1.9,0.01,26.95,200
7708,7.32,3.1,0.03,53.31666667,846.85
7709,6.83,2.53,0.03,56.25833333,710.28
7710,10.42,3.43,0.02,68.83333333,1197.61
7711,23.54,11.67,0.23,42.75,613.72
7712,33.57,10.99,0.27,71.5,837.62
7713,37.11,11.89,0.33,40.5,278.46
7714,42.27,10.2,0.63,63.66666667,813.63
7715,49.1,16.76,0.31,33.66666667,363.56
7716,48.57,9.25,0.36,55.91666667,552.17
7717,51.2,18.85,0.1,53.15833333,867.23
7718,33.87,11.11,0.12,55.60833333,640.14
7719,34.81,11.19,0.18,36.18333333,472.26
7720,29.12,6.1,0.07,33.325,299.67
7721,48.13,14.41,0.15,52.775,1127.3
7722,27.79,7.14,0.12,32.30833333,254.64
7723,40.2,9.94,0.24,54.83333333,1189.29
7724,40.31,9.1,0.4,50.70833333,758.44
7725,50.65,14.37,1.04,58.78333333,783.65
7726,66.39,16.11,0.87,91,938
7727,72.09,17.41,1.06,42.81666667,775.34
7728,57.41,21.12,2.37,49.54166667,727.23
7729,63.55,22.89,3.31,48.175,718.15
7730,92.15,37.26,2.15,74.75,1172.07
7731,92.46,33.24,3.25,73.08333333,1110.24
7732,114.13,33.94,4.64,58.68333333,1097.17
7733,86.97,26.07,1.23,62.3,1226.4
7734,113.29,35.77,3.96,61.6,1158.6
7735,108.45,42.99,9.5,56.63333333,1023.02
7736,9.59,0.68,0.1,91.31666667,1087.29
7737,22.5,4.13,0.92,126.7583333,1301.37
7738,34.26,5.59,2.4,92,1381.5
7739,38.54,3.79,2.07,74.675,1407.51
7740,51.2,5.27,1.25,89.325,1645.57
7741,62.77,7.82,3.23,130.6666667,1686.75
7742,65.65,10.28,5.49,64.81666667,1634.15
7743,63.45,16.03,8.12,108.4416667,1823.53
7744,41.25,7.98,2.77,68.29166667,1569.89
7745,56.68,6.94,2.06,123.8166667,2252.63
7746,74.29,14.42,3.55,118.3416667,2134.63
7747,91.9,21.9,5.04,108.9333333,2307.09
7748,109.5,29.38,6.53,98.025,2235.29
7749,127.11,36.86,8.02,80.13333333,2115.94
7750,152.36,45.87,8.19,92.225,2049.65
7751,170.62,49.63,4.97,81.825,2419.12
7752,202.18,60.88,9.48,95.95833333,2437.04
7753,218.19,63.76,10.47,94.48333333,2659.42
7754,234.43,70.93,10.61,90.2,2777.03
7755,238.52,71.07,8.85,88.975,2705.88
7756,243.88,78.89,9.09,72.16666667,2685.19
7757,257.2,82.21,10,60.9,2206.45
7758,234.1,73.99,5.52,131.825,2234.94
7759,244.35,97.18,4.15,51.275,2666.67
7760,222.39,67.38,2.98,101.2416667,2549.13
7761,228.09,78.03,0.87,68.725,2674.29
7762,215.36,58.03,3.18,80.28333333,2604.4
7763,214.56,61.34,0.44,92.55833333,2659.46
7764,223.26,65.42,0.9,100.9916667,2689.47
7765,247.74,51.05,0.54,99.125,2471.2
7766,218.45,51.47,1.74,83.40833333,2758.06
7767,234.88,60.5,3.56,86.525,2813.19
7768,231.23,46.16,3.4,55.21666667,2786.1
7769,230.62,48.57,2.93,67.55,2833.33
7770,243.8,26.74,5.4,69.175,2979.06
7771,217.86,40.04,4.2,88.89166667,2943.3
7772,266.11,29.63,4.57,52.18333333,2894.18
7773,229.62,55.14,5.42,91.05,3041.45
7774,205.21,49.92,6.46,63.425,3173.27
7775,241.39,68.18,8.52,77.1,3105.26
7776,293.38,73.27,6.47,79.29166667,3164.18
7777,297.27,70.23,6.34,99.04166667,3230.37
7778,291,63.87,11.4,101.7,3298.51
7779,283.12,87.1,15,47.35833333,3137.25
7780,298.49,81.11,15.24,37.15833333,3455.88
7781,498.2,139.87,15.06,51.675,3721.54
7782,329.09,92.87,3.44,98.225,3074.63
7783,299.46,76.38,3.91,124.925,2896.04
7784,336.73,62.84,6.72,87.275,2594.06
7785,365.28,88.55,6.6,97.30833333,2896.55
7786,12.24,0.99,0.07,58.36666667,1336.34
7787,26.73,4.75,0.68,68.19166667,1430.62
7788,39.37,10.32,2.94,58.25,1558.62
7789,52.59,6.55,3.44,47.625,1658.35
7790,64.43,7.99,2.17,57.59166667,1955.06
7791,69.7,11.77,3.52,62.575,2104.17
7792,72.79,15.45,5.35,28.61666667,1892.47
7793,69.24,20.84,10.25,67.475,2217.74
7794,54.44,12.65,3.09,35.83333333,1885.71
7795,64.05,13.33,2.31,70.15833333,2294.64
7796,80.82,21.58,3.6,112.075,2234.82
7797,97.18,29.7,4.87,63.025,2735.1
7798,113.78,37.88,6.14,71.58333333,2802.2
7799,128.9,45.52,7.34,45.025,2203.21
7800,130.58,44.66,5.38,78.56666667,1775.51
7801,136.31,48.65,5.52,51.625,2106.06
7802,158.32,55.98,8.54,52,2176.17
7803,174.81,59.4,8.27,53.71666667,2338.16
7804,188.92,67.76,6.75,84.83333333,2682.03
7805,198.33,70.08,6.21,63.35833333,2809.52
7806,206.59,74.73,6.51,59.18333333,2652.89
7807,197.48,72.53,5.39,43.36666667,2200
7808,218.71,63.21,2.88,85.74166667,2400.78
7809,220.03,73.27,2.14,39.99166667,2952.55
7810,218.82,74.79,3.65,54.23333333,2752.69
7811,240.62,62.88,2.91,37.7,2750
7812,238.25,51.32,1.42,36.71666667,2797.91
7813,234.85,45.81,1.14,35.29166667,2927.34
7814,224.75,45.14,3.1,33.88333333,3090.6
7815,229.91,44.71,2.14,52.90833333,2898.03
7816,204.82,45.27,3.48,42.26666667,3055.36
7817,220.26,48.46,4.41,67.76666667,3010.27
7818,241.36,49.32,4.18,46.23333333,2875.41
7819,260.25,62.69,4.98,27.25833333,3106.92
7820,246.9,100.55,4.21,17.325,3047.02
7821,251.47,61.86,5.74,29.225,3003.13
7822,265.04,58.82,5.3,17.975,2826.37
7823,225.67,72.06,6.09,37.88333333,2674.85
7824,261.61,53,8.05,25.25833333,3095.81
7825,283.72,74.55,17.31,43.95,2907.25
7826,330.62,80.7,9.87,47.69166667,2997.15
7827,338.16,79.02,10.23,48.25,3108.88
7828,292.52,76.96,8.79,72.44166667,3002.84
7829,294.56,85.34,13.24,21.91666667,2887.96
7830,309.23,96.51,16.2,56.60833333,2801.68
7831,328.11,101.69,11.99,27.68333333,2722.69
7832,340.09,104.74,5.64,39.09166667,3140.11
7833,311.54,73.42,2.89,57.15,3097.49
7834,321.53,90.85,11.25,27.15,2918.99
7835,346.4,112,10.1,46.90833333,2832.87
7836,231.74,94.53,4.66,65.04166667,2845.36
7837,241.11,89.28,8.43,44.21666667,2927.84
7838,241.55,69.72,6.3,47.98333333,3051.55
7839,244.86,65.45,3.11,56.375,3225.49
7840,274.43,58.17,12.62,49.625,3188.12
7841,218.72,46.6,8.12,41.24166667,2637.25
7842,234.19,50.65,8.95,60.56666667,3052.63
7843,194.03,59.7,14.93,81.125,2990
7844,215.68,59.34,4.94,41,3171.72
7845,253.39,80.07,15.64,38.70833333,3490
7846,243.15,68.32,18.61,45.16666667,3475.73
7847,264.09,67.79,14.64,58.66666667,3466.67
7848,267.21,191.11,12.07,12.91666667,3549.02
7849,326.63,94.74,19.75,33.45,3471.15
7850,211.39,85.48,10.16,19.24166667,4028.57
7851,276.93,100.37,25.1,53.8,3907.41
7852,300.14,91.96,16.74,37.75,3763.64
7853,304.73,88.47,17.41,16.3,3890.91
7854,307.24,98.04,23.63,59.375,3754.39
7855,348.58,124.62,30.01,63.04166667,3930.43
7856,334.84,124.57,30.61,46.20833333,3889.83
7857,342.43,121.07,22.41,0.583333333,3669.49
7858,379.21,131.35,10.28,49.825,3803.42
7859,337.89,86.3,16.43,58.05833333,3854.7
7860,354.6,75.72,11.73,50.475,3752.14
7861,371.41,97.11,12.66,54.93333333,4016.95
7862,214.52,73.62,11.51,97.14166667,3139.24
7863,204,80.74,10.2,62.925,3433.12
7864,198.78,61.45,4.94,54.38333333,3422.08
7865,226.97,56.59,5.76,71.31666667,3643.75
7866,237.74,63.01,14.12,62.40833333,3437.13
7867,241.43,56,17.42,125.8083333,3150.12
7868,216.1,52.75,15.79,35.36666667,3423.68
7869,238.55,82.1,14.98,49.725,3348.87
7870,269.99,84.67,15.8,39.13333333,3254.97
7871,232.91,91.51,22.89,26.30833333,3486.9
7872,208.19,64.42,14.07,30.35,3548.79
7873,231.39,70.55,17.57,33.25,3337.91
7874,277.14,86.92,12.79,23.80833333,3687.18
7875,300.73,84.55,22.93,51.625,3415.79
7876,284.41,71.51,29.57,35.95,3757.21
7877,296.32,93.94,35.83,70.675,3484.49
7878,302.56,95.1,13.75,41.85833333,3577.15
7879,308.57,91.68,12.75,48.59166667,3745.63
7880,299.6,109.49,33.62,60.39166667,3844.95
7881,316.77,135.73,37.16,50.61666667,3984.01
7882,325.01,131.16,38.69,46.69166667,3674.31
7883,331.39,133.69,21.88,55.56666667,3608.45
7884,366.18,122.1,10.23,33.275,3849.23
7885,304.42,80.16,10.85,49.49166667,3575.36
7886,297.58,115.69,10.34,25.94166667,3736.23
7887,308.86,128.71,11.11,31.33333333,3954.7
7888,14.13,1.43,0.37,75.04166667,1035.86
7889,24.99,5.52,1.96,74.13333333,1200
7890,32.96,9.12,2.17,67.00833333,1118.64
7891,30.6,3.5,1.64,58.08333333,1385.14
7892,33.5,4.81,2.22,85.13333333,1580.65
7893,41.98,12.71,6.39,47.075,1675.68
7894,30.93,7.21,2.89,42.13333333,1882.35
7895,39.66,6.9,3.19,97.53333333,2000
7896,48.88,11.35,4.3,94.99166667,1965.6
7897,58.27,15.86,5.43,78.61666667,2263.16
7898,67.32,20.28,6.52,80.65833333,2302.33
7899,77.15,24.94,7.69,40.55,2050
7900,75.93,22.04,6.16,69.56666667,2410.26
7901,76.77,25.69,5.26,67.25833333,2761.9
7902,125.37,39.29,4.9,89.63333333,2861.54
7903,122.38,36.65,5.56,71.90833333,2982.76
7904,117.22,26.03,5.84,67.63333333,2892.86
7905,134.55,29.4,3.79,84.93333333,3037.74
7906,146.35,33.65,6.27,88.025,3017.24
7907,133.84,26.5,7.42,113.4083333,2977.38
7908,149.71,38.18,10.39,55.925,3108.99
7909,152.74,50.44,8.78,76.35833333,3099.49
7910,173.69,43.24,6.61,83.71666667,2995.79
7911,165.46,55.67,9.2,53.41666667,3045.35
7912,111.92,33.84,8.06,54.83333333,3118.41
7913,149.75,45.98,7.71,38.975,2924.18
7914,183.33,39.48,8.74,34.20833333,2994.23
7915,276.29,78.86,13.37,61.275,3218.79
7916,200.49,56.12,13.2,43.64166667,3207.87
7917,255.17,80.84,20.31,56.59166667,3104.36
7918,241.3,73.16,12.31,37.95833333,3110.86
7919,244.17,70.78,11.36,48.975,3452.45
7920,229.6,74.74,16.84,82.75833333,3638.14
7921,235.53,96.77,18.36,49.16666667,3685.54
7922,233.2,99.37,24.76,52.98333333,3671.72
7923,240.37,97.44,17.43,56.15,3711.32
7924,240.93,93.63,8.96,36.875,3730.24
7925,279.87,82.69,12.53,48.83333333,3601.7
7926,260.05,111.51,12.87,38.56666667,3562.59
7927,267.21,121.82,10.3,49.48333333,3718.35
7928,-0.01,-0.01,-0.01,74.83333333,762.71
7929,-0.01,-0.01,-0.01,62.83333333,1098.04
7930,50.11,14.49,4.09,54.675,2179.49
7931,43.87,8.61,2.53,53.39166667,1486.49
7932,43.71,5.77,0.72,64.775,1704.55
7933,46.9,15.29,2.06,56.76666667,1750
7934,62.34,17.74,5.42,70.775,2113.82
7935,59.71,26.11,4.47,99.29166667,2751.68
7936,85.56,26.45,3.21,39.00833333,2176.47
7937,80.54,26.8,3.16,39.625,3272.73
7938,103.99,30.43,5.02,63.50833333,2476.19
7939,107.05,41.62,7.72,76.05,3400
7940,129.42,43.53,8.43,103.4666667,3478.26
7941,140.32,46.97,7.72,71.81666667,3307.69
7942,161.88,55.8,6.96,93.20833333,3428.57
7943,158.94,55.85,7.97,78.775,3766.67
7944,175.39,58.77,5.36,68.71666667,3307.69
7945,184.18,75.57,7.53,242.6583333,3178.57
7946,204.57,82.54,6.06,57.50833333,3290.32
7947,213.38,88.24,6,91.03333333,3138.89
7948,207.88,71.66,4.2,57.35,3297.3
7949,215.54,49.55,0.45,63.425,3250
7950,201.8,60.85,0.23,72.64166667,3540.54
7951,250.26,64.23,0.5,83.74166667,3105.26
7952,249.12,60.11,0.83,70.7,3153.85
7953,216.45,52.07,1.96,52.06666667,3250
7954,256.2,74.38,8.26,79.08333333,3209.3
7955,212.26,49.78,2.19,53.48333333,2782.61
7956,183.49,47.65,1.98,56.26666667,3120
7957,164.52,41.67,0.87,66.11666667,3326.53
7958,428.68,55.9,4.52,63.35,3196.08
7959,230.77,60.77,5.87,54.65833333,3204.55
7960,333.34,75.47,10.91,52.225,3333.33
7961,270.48,86.14,6.53,53.05833333,3450.98
7962,337.02,95.99,12.73,36.96666667,3528.85
7963,320.61,91.55,8.5,65.99166667,3409.52
7964,321.05,85.69,6.58,82.51666667,3652.63
7965,215.53,63.44,5.58,87.675,3696.97
7966,211.57,89.03,6.4,56.6,3471.7
7967,255.68,82.8,16.4,74.76666667,3725.66
7968,251.37,89.78,11.71,0.991666667,3453.7
7969,316.02,97.56,2.38,65.24166667,3803.74
7970,283.4,71.11,4.92,79.81666667,3475.25
7971,301.1,120.97,13.19,52.15833333,3485.15
7972,310.96,148.51,16.93,69.18333333,4252.43
7973,28.58,4.76,0.71,60.85833333,909.09
7974,39.41,13.45,2.19,62.68333333,1333.33
7975,66.08,22.84,6.56,40.90833333,1481.48
7976,56.63,19.6,2.76,28.74166667,1500
7977,70.66,29.06,3.03,62.23333333,1800
7978,83.84,42.05,5.17,52.44166667,2125
7979,86.43,54.48,7.75,40.4,2333.33
7980,87.12,47.27,5.88,51.29166667,3090.91
7981,71.15,26.23,6.55,26.91666667,3000
7982,92.1,35.46,5.67,61.00833333,3400
7983,107.73,46.43,42.99,54.58333333,3474.58
7984,123.86,57.58,80.2,73.66666667,3723.4
7985,140.19,68.81,117.49,52.84166667,3772.73
7986,156.76,80.16,155.02,34.61666667,3439.56
7987,168.67,85.58,12.98,59.08333333,3789.47
7988,168.85,84.87,15.81,40.48333333,4127.27
7989,198.44,96.03,20.46,47.2,3939.85
7990,237.54,97.77,22.41,75.15833333,3679.01
7991,253.99,92.55,12.87,49.125,3567.25
7992,271.44,107.07,14.3,51.16666667,3813.19
7993,280.92,109.09,12.32,26.2,4276.6
7994,287.46,122.88,13.22,27.175,3924.73
7995,278.67,122.24,14.6,103.4083333,3240.64
7996,303.37,113.54,9.3,42.75,4176.19
7997,311.29,121.8,8.88,43.65833333,3671.11
7998,324.85,110.64,12,50.01666667,3580.09
7999,324.99,87.43,5.34,39.675,3878.99
8000,314.03,76.12,4.9,51.60833333,3895.71
8001,328.47,82.89,6.61,44.36666667,3556.45
8002,352.24,72.32,7.81,65.70833333,3234.5
8003,281.06,70.62,7.61,39.63333333,3600.21
8004,335.39,104.67,6.81,50.65,3833.94
8005,328.38,100.62,7.38,49.10833333,3273.43
8006,351.36,117.38,9.62,42.03333333,3615.32
8007,323.6,94.04,7.07,36.43333333,3956.5
8008,324.07,98.67,9.45,51.78333333,3902.89
8009,358.81,88.16,7.34,52.88333333,4301.61
8010,333.5,109.88,12.02,39.5,4346.42
8011,358.93,115.37,21.01,22.5,4618.48
8012,328.08,113.73,12.85,37.7,4506.76
8013,365.37,95.88,9.6,32.54166667,4355.33
8014,368.75,92.9,10,35.70833333,4533.32
8015,350.8,122.53,22.08,70.075,4459.04
8016,359.38,130.03,26.2,46.075,4685.62
8017,392.95,132.64,25.06,50.33333333,4401.6
8018,378.57,122.72,13.65,5.716666667,4255.65
8019,381.33,135.8,8.04,25.69166667,4544.65
8020,414.1,100.08,9.51,46.20833333,4407.74
8021,506.75,85.16,5.13,30.025,4353.83
8022,540.39,105.89,5.39,51.86666667,4589.11
8023,9.8,0.4,0.1,35.26666667,1375.29
8024,17.57,1.9,0.62,30.83333333,1196.39
8025,32.95,5.92,1.69,24.89166667,1250
8026,27.46,2.84,0.81,23.83333333,1471.57
8027,34.99,4.85,1.28,23.04166667,1819.6
8028,39.27,7.27,2.25,42.3,2066.67
8029,40.62,9.45,3.38,30.60833333,2461.54
8030,48.05,11.69,3.81,49.60833333,2759.01
8031,41.31,7.13,2.44,15.51666667,2511.19
8032,52.97,9.98,1.57,30.11666667,2970.77
8033,71.89,18.56,2.46,70.725,2578.23
8034,90.07,26.94,3.33,39.725,2503.32
8035,108.22,35.29,4.19,30.65,2937.78
8036,126.9,43.81,5.07,24.15,2655
8037,125.81,27.79,5.52,43.40833333,2695.04
8038,146.49,55.5,8.68,24.75,3021.65
8039,158.52,61.27,7.13,24.475,3160.24
8040,183.43,67.93,5.52,35.76666667,3024.86
8041,198.22,73.64,2.19,36.51666667,3032.44
8042,197.87,78.32,2.89,40.8,3120.31
8043,188.41,68.73,2.8,45.14166667,3270.15
8044,173.4,70.93,2.99,25.05833333,3164.98
8045,174.14,73.35,1.52,43.44166667,2712.89
8046,170.07,73.12,0.86,19.99166667,3521.17
8047,194.66,79.4,1.4,35.13333333,3314.95
8048,210.06,80.26,3.04,21.51666667,3426.54
8049,228.39,76.04,1.23,35.975,3606.63
8050,229.03,66.96,1.11,33.19166667,3757.46
8051,245.09,68.48,1.91,26.24166667,3681.13
8052,271.23,70.73,2.53,48.20833333,3465.9
8053,253.6,65.34,2.37,13.28333333,3626.22
8054,246.12,73.64,2.85,33.775,3705.48
8055,299.74,70.17,2.23,10.65833333,3277.64
8056,267.41,88.68,3.69,7.966666667,3425.64
8057,257.23,72.39,2.81,10.85833333,3607.77
8058,286.59,86.34,4.97,8.941666667,3769.7
8059,274.04,72.42,5.42,3.333333333,3504.35
8060,280.52,83.99,5.98,2.483333333,3801.65
8061,297.91,79.31,7.88,14.60833333,4053.27
8062,322.76,94.71,10.03,24.25,4105.12
8063,302.93,84.73,7.04,20.425,4074.87
8064,307.56,83.24,6.79,25.55,4212.07
8065,323.17,93.98,10.56,9.941666667,4244.45
8066,332.24,105.67,14.35,11.08333333,4026.91
8067,332.31,109.8,14.2,16.95,3924.38
8068,349.32,118.47,11.92,5.15,3763.58
8069,353.07,111.24,6.41,5.458333333,4145.53
8070,320.77,76.43,3.95,27.80833333,4103.83
8071,269.29,70.23,7.36,17.05833333,3905.46
8072,289.74,91.83,6.98,14.15833333,3985.63
8073,6.14,0.17,0.03,40.19166667,1428.57
8074,15.82,0.78,0.23,29.16666667,1111.11
8075,22.13,2.89,1.24,13.96666667,909.09
8076,18.48,1.09,0.23,27.19166667,1000
8077,25.1,3.12,0.58,41.65833333,1578.95
8078,28.58,5.72,1,29.175,2000
8079,30.2,7.6,1.54,48.49166667,2695.65
8080,37.8,9.63,2.24,34.91666667,2666.67
8081,28.44,4.6,1.23,18.275,2530.61
8082,30.94,7.36,1.01,46.65833333,3240.51
8083,42.19,12.31,1.39,41.94166667,3054.05
8084,53.94,17.42,1.78,36.31666667,3452.23
8085,65.62,22.52,2.17,37.01666667,2940.17
8086,76.96,27.52,2.55,21.24166667,2650.94
8087,84.52,23.11,2.86,27.30833333,3238.91
8088,100.02,37.83,4.26,24.85,3247.16
8089,98.41,39.19,3.81,24.49166667,3438.46
8090,119.3,44.51,3.09,36.74166667,3651.62
8091,126.66,47.63,1.35,27.74166667,3193.1
8092,132.21,53.52,1.48,45.5,3303.57
8093,141.39,59.79,1.52,37.8,3429.26
8094,125.44,56.01,2.02,21.65833333,3279.31
8095,139.93,51.63,0.87,70.425,3290.48
8096,141.24,62.99,0.35,25.34166667,3824.32
8097,169.27,60.14,1.04,28.50833333,3540.29
8098,183.64,65.02,1.3,10.14166667,3652.81
8099,215.09,61.66,1.74,11.425,3757.17
8100,196.67,51.41,0.55,17.98333333,3762.84
8101,206.12,52.45,1.19,11.075,3591.38
8102,195.27,45.46,1.27,18.39166667,3552.75
8103,182.04,44.93,1.48,20.01666667,3632.58
8104,203.29,65.07,2.42,22.90833333,3890.26
8105,215.47,58.33,2.59,14.46666667,3044.75
8106,206.62,68.01,2.85,3.541666667,3328.85
8107,200.53,56.58,3.44,11.34166667,3587.94
8108,216.27,65.82,5.41,16.48333333,3701.18
8109,235.93,61.24,13.25,5.391666667,3321.59
8110,241.08,78.76,7.29,27.99166667,3916.32
8111,305.77,82.55,7.94,17.45833333,4101.93
8112,298.29,94.11,16.24,44.45833333,4117.7
8113,295.44,89.95,9.62,31.68333333,4131.72
8114,297.25,87.89,9.53,21.6,4236.2
8115,318.71,91.04,8.65,43.91666667,4352.57
8116,324.93,102.16,15.76,21,4398.92
8117,336.68,101.26,13.57,21.08333333,4091.28
8118,333.6,114.96,13.01,11.01666667,4016.82
8119,359.81,109.41,5.44,17.99166667,4248.3
8120,300.12,72.55,4.85,49.375,4346.45
8121,305.95,60.91,12.1,28.06666667,4133.3
8122,327.81,80.28,12.22,33.26666667,4310.95
8124,18.78,1.62,0.3,44.775,1447.37
8125,28.61,5.31,2.08,38.75,1018.52
8126,31.51,3.44,0.99,40.1,1531.53
8127,36.75,6.62,1.36,45.025,1363.64
8128,47.16,15.2,2.67,38.10833333,1937.5
8129,47.31,15.14,2.24,36.05,2444.44
8130,48.85,9.4,2.07,22.13333333,1807.69
8131,51.46,13.31,1.75,49.44166667,2033.33
8132,62.72,19.37,2.21,60.15,3386.08
8133,74.54,25.58,2.68,59.59166667,3509.43
8134,85.85,31.61,3.14,42.55,3435.9
8135,96.93,37.54,3.59,23.86666667,3058.25
8136,109.23,47.28,4.03,41.13333333,3666.67
8137,123.43,50.45,5.25,43.30833333,3428.57
8138,141.04,53.14,7.07,40.69166667,3922.48
8139,163.58,57.94,2.44,61.39166667,3547.62
8140,179.15,58.01,1.02,40.31666667,3034.31
8141,187.57,64.74,1.15,52.75833333,3462.96
8142,184.75,64.71,1.76,41.575,3630.9
8143,183.39,74.4,1.2,26.74166667,3807.86
8144,178.12,78.13,1.29,105.8416667,3277.27
8145,193.46,71.65,0.92,30.59166667,4064.89
8146,194.55,82.25,1.22,43.93333333,3693.38
8147,217.13,69.86,2.53,24.74166667,3534.88
8148,211.5,52.11,1.96,16.78333333,3766.67
8149,197.5,54.29,0.7,28.64166667,3929.72
8150,237.48,65.33,1.29,30.61666667,3556.52
8151,241.73,57.86,1.14,48.25,3397.07
8152,239.51,55.86,0.84,25.68333333,3759.16
8153,216.85,55.3,2.17,45.05833333,3831.9
